"GEOID","NAME","UATYPE","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","clusters"
29683,"Ferriday, LA Urban Cluster","C",11659127,0,4.502,0,31.6388,-91.556864,1
29698,"Filer, ID Urban Cluster","C",2887722,1682,1.115,0.001,42.565842,-114.613149,38
29710,"Fillmore, CA Urban Cluster","C",6965786,1775,2.69,0.001,34.4019,-118.91565,15
29737,"Findlay, OH Urban Cluster","C",61859800,311419,23.884,0.12,41.052566,-83.64058,1
29764,"Firebaugh, CA Urban Cluster","C",3757148,0,1.451,0,36.860053,-120.459006,15
29775,"Firestone--Frederick, CO Urban Cluster","C",26308540,189947,10.158,0.073,40.118804,-104.944081,6
29791,"Fitzgerald, GA Urban Cluster","C",22782575,539788,8.796,0.208,31.712975,-83.257838,1
29818,"Flagstaff, AZ Urbanized Area","U",90175231,14636,34.817,0.006,35.203032,-111.624792,17
29845,"Flemingsburg, KY Urban Cluster","C",5188245,11829,2.003,0.005,38.423585,-83.734951,1
29872,"Flint, MI Urbanized Area","U",610951944,18777615,235.89,7.25,42.988756,-83.694698,1
29899,"Flora, IL Urban Cluster","C",5888562,0,2.274,0,38.671795,-88.485936,1
29953,"Florence, AL Urbanized Area","U",160919144,2038069,62.131,0.787,34.74708,-87.676087,1
29980,"Florence, AZ Urban Cluster","C",7502779,1075,2.897,0,33.060988,-111.376412,17
30007,"Florence, CO Urban Cluster","C",10075208,0,3.89,0,38.359104,-105.098177,6
30034,"Florence, OR Urban Cluster","C",18788582,57546,7.254,0.022,43.994236,-124.108268,2
30061,"Florence, SC Urbanized Area","U",183897921,1315963,71.003,0.508,34.203177,-79.809769,1
30088,"Floresville, TX Urban Cluster","C",9701016,13906,3.746,0.005,29.14131,-98.156623,1
30115,"Florida--Imbéry--Barceloneta, PR Urbanized Area","U",118649295,58159,45.811,0.022,18.417749,-66.599266,4
30142,"Floydada, TX Urban Cluster","C",4296958,0,1.659,0,33.983179,-101.338075,3
30171,"Foley, AL Urban Cluster","C",78364266,3380246,30.257,1.305,30.349787,-87.686189,1
30196,"Folkston, GA Urban Cluster","C",12444425,166069,4.805,0.064,30.839274,-82.002682,1
30223,"Fond du Lac, WI Urbanized Area","U",74812564,847300,28.885,0.327,43.781484,-88.441302,1
30250,"Fordyce, AR Urban Cluster","C",10805276,0,4.172,0,33.81698,-92.418587,1
30277,"Forest, MS Urban Cluster","C",9342388,0,3.607,0,32.365026,-89.473093,1
30304,"Forest City, IA Urban Cluster","C",6834312,0,2.639,0,43.261465,-93.640283,1
30331,"Forest City, NC Urban Cluster","C",90868612,213173,35.085,0.082,35.330746,-81.877374,1
30358,"Forest Lake, MN Urban Cluster","C",46338108,12487912,17.891,4.822,45.285152,-92.960338,1
30385,"Forestville, CA Urban Cluster","C",11224862,71200,4.334,0.027,38.486817,-122.90562,15
30412,"Forks, WA Urban Cluster","C",6294155,0,2.43,0,47.950827,-124.382458,58
30439,"Forney, TX Urban Cluster","C",48386764,75353,18.682,0.029,32.733064,-96.432937,1
30466,"Forrest City, AR Urban Cluster","C",15083640,29094,5.824,0.011,35.009508,-90.785982,1
30493,"Forsyth, GA Urban Cluster","C",10641637,41821,4.109,0.016,33.039209,-83.947849,1
30520,"Forsyth, MO Urban Cluster","C",14830752,21828,5.726,0.008,36.71569,-93.173816,1
30547,"Fort Atkinson, WI Urban Cluster","C",28969547,845853,11.185,0.327,42.992731,-88.814383,1
30574,"Fort Bragg, CA Urban Cluster","C",20220443,498318,7.807,0.192,39.422456,-123.786707,15
30601,"Fort Branch, IN Urban Cluster","C",4794011,47251,1.851,0.018,38.241076,-87.580317,1
30628,"Fort Collins, CO Urbanized Area","U",284208859,14509419,109.734,5.602,40.499545,-105.058836,6
30655,"Fort Defiance, AZ--NM Urban Cluster","C",7463499,0,2.882,0,35.744137,-109.059699,6
30682,"Fort Dodge, IA Urban Cluster","C",33106645,138465,12.783,0.053,42.510479,-94.183965,1
30736,"Fort Irwin, CA Urban Cluster","C",7751667,0,2.993,0,35.26146,-116.690324,15
30748,"Fort Leonard Wood, MO Urban Cluster","C",67167573,123267,25.934,0.048,37.830937,-92.123999,1
30755,"Fort Lupton, CO Urban Cluster","C",13796352,0,5.327,0,40.088059,-104.794704,6
30763,"Fort Madison, IA--IL Urban Cluster","C",10843808,28886,4.187,0.011,40.629756,-91.334287,1
30790,"Fort Meade, FL Urban Cluster","C",14527567,487228,5.609,0.188,27.75587,-81.795336,1
30817,"Fort Morgan, CO Urban Cluster","C",12789780,0,4.938,0,40.251668,-103.800061,9
30844,"Fort Payne, AL Urban Cluster","C",11203745,13274,4.326,0.005,34.455314,-85.708618,1
30858,"Fort Plain, NY Urban Cluster","C",9757872,363361,3.768,0.14,42.917788,-74.5981,1
30871,"Fort Polk, LA Urban Cluster","C",33437456,34433,12.91,0.013,31.067248,-93.213775,1
30898,"Fort Scott, KS Urban Cluster","C",10837276,12152,4.184,0.005,37.830598,-94.703504,1
30925,"Fort Smith, AR--OK Urbanized Area","U",183269934,2581402,70.761,0.997,35.307922,-94.413604,1
30952,"Fort Stockton, TX Urban Cluster","C",15366150,0,5.933,0,30.892709,-102.882701,3
30979,"Fortuna, CA Urban Cluster","C",22505086,123,8.689,0,40.579704,-124.142384,16
31033,"Fort Valley, GA Urban Cluster","C",12537864,32622,4.841,0.013,32.550906,-83.889126,1
31060,"Fort Walton Beach--Navarre--Wright, FL Urbanized Area","U",312424830,26270159,120.628,10.143,30.432627,-86.669611,1
31087,"Fort Wayne, IN Urbanized Area","U",445826705,1082934,172.135,0.418,41.100389,-85.138898,1
31114,"Fostoria, OH Urban Cluster","C",17132494,211562,6.615,0.082,41.159923,-83.413684,1
31150,"Four Corners, FL Urban Cluster","C",87056831,6275633,33.613,2.423,28.378979,-81.660368,1
31158,"Four Corners, MT Urban Cluster","C",7945028,111010,3.068,0.043,45.662389,-111.191923,24
31168,"Fowlerville, MI Urban Cluster","C",9571239,109110,3.695,0.042,42.656371,-84.08599,1
31195,"Frankenmuth, MI Urban Cluster","C",7118156,6537,2.748,0.003,43.332753,-83.737571,1
31222,"Frankfort, IN Urban Cluster","C",20056799,0,7.744,0,40.283259,-86.514912,1
31249,"Frankfort, KY Urban Cluster","C",55870341,990202,21.572,0.382,38.193914,-84.821102,1
31276,"Franklin, KY Urban Cluster","C",13939910,23076,5.382,0.009,36.725774,-86.581032,1
31303,"Franklin, LA Urban Cluster","C",27200015,420985,10.502,0.163,29.803285,-91.504414,1
31330,"Franklin, NH Urban Cluster","C",16536223,282013,6.385,0.109,43.445618,-71.622554,1
31384,"Franklin, NC Urban Cluster","C",23675772,604197,9.141,0.233,35.185699,-83.384666,1
31411,"Franklin (Venango County), PA Urban Cluster","C",16104943,226255,6.218,0.087,41.396058,-79.838301,1
31438,"Franklin, VA Urban Cluster","C",17739722,91870,6.849,0.035,36.681452,-76.938609,1
31450,"Franklin--Highland Lake, NJ Urban Cluster","C",84345184,3316986,32.566,1.281,41.169639,-74.545664,1
31465,"Franklinton, LA Urban Cluster","C",7414889,7995,2.863,0.003,30.846598,-90.148295,1
31478,"Fraser, CO Urban Cluster","C",5787256,0,2.234,0,39.936006,-105.798892,6
31492,"Frazier Park, CA Urban Cluster","C",6539862,5006,2.525,0.002,34.818759,-118.944922,15
31519,"Frederick, MD Urbanized Area","U",190194191,1234972,73.434,0.477,39.415817,-77.408163,1
31546,"Frederick, OK Urban Cluster","C",5771782,0,2.228,0,34.391193,-99.014399,1
31573,"Fredericksburg, TX Urban Cluster","C",19592394,16099,7.565,0.006,30.273813,-98.869231,1
31600,"Fredericksburg, VA Urbanized Area","U",201881410,1708892,77.947,0.66,38.282122,-77.508156,1
31627,"Fredericktown, MO Urban Cluster","C",6048893,8668,2.335,0.003,37.561065,-90.289915,1
31681,"Freeport, IL Urban Cluster","C",36017544,178676,13.906,0.069,42.293495,-89.63027,1
31735,"Fremont, MI Urban Cluster","C",8160458,46808,3.151,0.018,43.465758,-85.951597,1
31762,"Fremont, NE Urban Cluster","C",28244705,1080047,10.905,0.417,41.440935,-96.494819,1
31789,"Fremont, OH Urban Cluster","C",31843445,760107,12.295,0.293,41.349654,-83.118293,1
31843,"Fresno, CA Urbanized Area","U",443800940,387181,171.353,0.149,36.787755,-119.761114,15
31870,"Friona, TX Urban Cluster","C",3512243,0,1.356,0,34.639737,-102.72174,3
31897,"Fritch, TX Urban Cluster","C",8746351,0,3.377,0,35.638354,-101.591638,3
31924,"Front Royal, VA Urban Cluster","C",44581352,570660,17.213,0.22,38.93311,-78.165713,1
31978,"Frostproof, FL Urban Cluster","C",19873221,4987868,7.673,1.926,27.733078,-81.559135,1
32032,"Fulton, KY--TN Urban Cluster","C",7299130,45758,2.818,0.018,36.504438,-88.879996,1
32059,"Fulton, MS Urban Cluster","C",8745369,0,3.377,0,34.272094,-88.404964,1
32086,"Fulton, MO Urban Cluster","C",17035811,138966,6.578,0.054,38.852856,-91.949109,1
32113,"Gadsden, AL Urbanized Area","U",186444957,7387699,71.987,2.852,33.982171,-86.013753,1
32140,"Gaffney, SC Urban Cluster","C",48025863,144009,18.543,0.056,35.085468,-81.656738,1
32167,"Gainesville, FL Urbanized Area","U",225522736,3807534,87.075,1.47,29.656824,-82.371036,1
32194,"Gainesville, GA Urbanized Area","U",326962534,7857222,126.241,3.034,34.262481,-83.855497,1
32221,"Gainesville, TX Urban Cluster","C",21330590,12431,8.236,0.005,33.629767,-97.13669,1
32248,"Galax, VA Urban Cluster","C",15388352,39348,5.941,0.015,36.66996,-80.910802,1
32275,"Galena, IL Urban Cluster","C",4763096,0,1.839,0,42.419077,-90.431172,1
32302,"Galena, KS--MO Urban Cluster","C",4080722,12078,1.576,0.005,37.069883,-94.635264,1
32329,"Galesburg, IL Urban Cluster","C",55970763,169670,21.61,0.066,40.941849,-90.355829,1
32356,"Galion, OH Urban Cluster","C",23474542,79699,9.064,0.031,40.732584,-82.804468,1
32383,"Galliano--Larose--Cut Off, LA Urban Cluster","C",41869685,713519,16.166,0.275,29.492773,-90.321378,1
32437,"Gallup, NM Urban Cluster","C",31499449,0,12.162,0,35.521125,-108.741057,6
32451,"Galt, CA Urban Cluster","C",20514594,0,7.921,0,38.269358,-121.300242,15
32491,"Galveston, TX Urban Cluster","C",30384297,2933754,11.731,1.133,29.287801,-94.822135,1
32506,"Garapan--Dandan, MP Urban Cluster","C",59452009,185857,22.955,0.072,15.163811,145.732025,59
32518,"Garden City, KS Urban Cluster","C",33320561,67931,12.865,0.026,37.972333,-100.852871,3
32572,"Gardnerville Ranchos, NV Urban Cluster","C",31751835,49380,12.259,0.019,38.926121,-119.736521,15
32599,"Garner, IA Urban Cluster","C",4175657,0,1.612,0,43.099499,-93.604622,1
32626,"Garnett, KS Urban Cluster","C",5121759,41594,1.978,0.016,38.282812,-95.24312,1
32637,"Garrettsville, OH Urban Cluster","C",17144269,53204,6.619,0.021,41.27377,-81.089785,1
32653,"Gastonia, NC--SC Urbanized Area","U",359062823,2107849,138.635,0.814,35.256189,-81.152167,1
32707,"Gatesville, TX Urban Cluster","C",16534996,17659,6.384,0.007,31.438195,-97.739873,1
32720,"Gautier, MS Urban Cluster","C",7940762,51720,3.066,0.02,30.451498,-88.63762,1
32734,"Gaylord, MI Urban Cluster","C",26472768,2262276,10.221,0.873,44.989318,-84.680677,1
32761,"Geneseo, IL Urban Cluster","C",7915372,20814,3.056,0.008,41.449963,-90.154855,1
32788,"Geneseo, NY Urban Cluster","C",10466487,0,4.041,0,42.796608,-77.80851,1
32815,"Geneva, AL Urban Cluster","C",6023433,50261,2.326,0.019,31.037275,-85.879991,1
32842,"Geneva, NY Urban Cluster","C",39768308,224777,15.355,0.087,42.882838,-76.971266,1
32850,"Geneva, OH Urban Cluster","C",11624076,10311,4.488,0.004,41.801578,-80.943528,1
32869,"Genoa, IL Urban Cluster","C",7038353,29279,2.718,0.011,42.0885,-88.703165,1
32896,"Genoa, OH Urban Cluster","C",7026985,0,2.713,0,41.536928,-83.366423,1
32950,"Georgetown, DE Urban Cluster","C",12509169,0,4.83,0,38.690269,-75.382349,1
32977,"Georgetown, KY Urban Cluster","C",42343982,739352,16.349,0.285,38.229847,-84.560761,1
33004,"Georgetown, OH Urban Cluster","C",6310861,0,2.437,0,38.86234,-83.899137,1
33031,"Georgetown, SC Urban Cluster","C",26486672,1248694,10.227,0.482,33.364641,-79.298223,1
33166,"Gibson City, IL Urban Cluster","C",5091210,14730,1.966,0.006,40.464319,-88.37299,1
33193,"Giddings, TX Urban Cluster","C",7500074,11267,2.896,0.004,30.183156,-96.932403,1
33220,"Gillespie, IL Urban Cluster","C",7807607,355,3.015,0,39.104106,-89.814086,1
33247,"Gillette, WY Urban Cluster","C",64316636,78289,24.833,0.03,44.273303,-105.484013,6
33274,"Gilman, IL Urban Cluster","C",7423842,41170,2.866,0.016,40.74053,-87.99851,1
33301,"Gilmer, TX Urban Cluster","C",9568469,30888,3.694,0.012,32.732263,-94.946939,1
33328,"Gilroy--Morgan Hill, CA Urbanized Area","U",117648820,3754,45.424,0.001,37.080866,-121.609942,15
33355,"Girard, KS Urban Cluster","C",3862037,24639,1.491,0.01,37.510162,-94.843853,1
33409,"Gladwin, MI Urban Cluster","C",7033127,32107,2.716,0.012,43.98397,-84.487229,1
33436,"Glasgow, KY Urban Cluster","C",24956078,49412,9.636,0.019,36.997889,-85.925425,1
33463,"Glasgow, MT Urban Cluster","C",10592083,0,4.09,0,48.209584,-106.62162,60
33490,"Glencoe, MN Urban Cluster","C",7095705,13127,2.74,0.005,44.771544,-94.148997,1
33517,"Glendive, MT Urban Cluster","C",11618499,31810,4.486,0.012,47.123455,-104.700056,61
33544,"Glennville, GA Urban Cluster","C",7721244,37534,2.981,0.014,31.929589,-81.923702,1
33598,"Glens Falls, NY Urbanized Area","U",107715960,2183295,41.589,0.843,43.321329,-73.654039,1
33612,"Glenville, WV Urban Cluster","C",4331496,48148,1.672,0.019,38.933945,-80.814534,1
33625,"Glenwood, IA Urban Cluster","C",11062542,24962,4.271,0.01,41.042999,-95.756194,1
33635,"Glenwood, MD Urban Cluster","C",14372873,58611,5.549,0.023,39.270186,-77.005326,1
33652,"Glenwood Springs, CO Urban Cluster","C",12772217,65478,4.931,0.025,39.514526,-107.313439,6
33679,"Globe, AZ Urban Cluster","C",19902197,634,7.684,0,33.406324,-110.797826,17
33695,"Gloucester Courthouse, VA Urban Cluster","C",11351420,20473,4.383,0.008,37.419107,-76.527717,1
33706,"Glouster, OH Urban Cluster","C",4806674,41603,1.856,0.016,39.502381,-82.077119,1
33733,"Gloversville, NY Urban Cluster","C",41901787,333600,16.178,0.129,42.993676,-74.388959,1
33749,"Gold Beach, OR Urban Cluster","C",5482385,491738,2.117,0.19,42.401882,-124.42359,2
33760,"Golden Beach, MD Urban Cluster","C",11856165,44870,4.578,0.017,38.48656,-76.720862,1
33787,"Goldendale, WA Urban Cluster","C",4863968,0,1.878,0,45.822481,-120.818635,62
33798,"Golden Gate Estates, FL Urban Cluster","C",18879740,163935,7.29,0.063,26.221053,-81.563994,1
33814,"Goldsboro, NC Urbanized Area","U",137014443,472924,52.902,0.183,35.387238,-77.983388,1
33841,"Gonzales, CA Urban Cluster","C",4068344,8236,1.571,0.003,36.509642,-121.439172,15
33868,"Gonzales, TX Urban Cluster","C",9580099,0,3.699,0,29.511694,-97.446344,1
33895,"Gooding, ID Urban Cluster","C",3546099,19909,1.369,0.008,42.936509,-114.715474,38
33922,"Goodland, KS Urban Cluster","C",6979022,0,2.695,0,39.345186,-101.713826,63
33938,"Goodrich, MI Urban Cluster","C",16989003,1672867,6.559,0.646,42.887785,-83.487723,1
34003,"Gothenburg, NE Urban Cluster","C",4787027,117691,1.848,0.045,40.931528,-100.159861,1
34030,"Gouverneur, NY Urban Cluster","C",5753734,122633,2.222,0.047,44.332556,-75.465437,1
34057,"Gowanda, NY Urban Cluster","C",11204961,42497,4.326,0.016,42.480458,-78.932452,1
34072,"Graceville, FL Urban Cluster","C",7110068,0,2.745,0,30.957576,-85.504494,1
34084,"Grafton, ND Urban Cluster","C",4761718,0,1.839,0,48.414898,-97.411136,1
34111,"Grafton, WV Urban Cluster","C",10319592,397039,3.984,0.153,39.337188,-80.031236,1
34138,"Graham, TX Urban Cluster","C",12491887,63362,4.823,0.024,33.100905,-98.579295,1
34151,"Gramercy--Lutcher, LA Urban Cluster","C",37278773,5784602,14.393,2.233,30.039568,-90.695903,1
34165,"Granbury, TX Urban Cluster","C",75648989,7907600,29.208,3.053,32.444939,-97.7598,1
34192,"Grand Bay, AL Urban Cluster","C",13626513,9945,5.261,0.004,30.503666,-88.32375,1
34219,"Grand Forks, ND--MN Urbanized Area","U",63330622,175580,24.452,0.068,47.906425,-97.057269,1
34229,"Grand Forks AFB, ND Urban Cluster","C",5313326,0,2.051,0,47.949056,-97.374518,1
34246,"Grand Island, NE Urbanized Area","U",72809584,561091,28.112,0.217,40.925749,-98.354756,1
34273,"Grand Junction, CO Urbanized Area","U",203988055,2192325,78.76,0.846,39.089062,-108.567452,64
34300,"Grand Rapids, MI Urbanized Area","U",726642397,14998735,280.558,5.791,42.942857,-85.6686,1
34327,"Grand Rapids, MN Urban Cluster","C",20859097,976036,8.054,0.377,47.23171,-93.525484,1
34354,"Grand Saline, TX Urban Cluster","C",6849023,36479,2.644,0.014,32.675103,-95.711196,1
34381,"Grandview, WA Urban Cluster","C",28597737,260178,11.042,0.1,46.240153,-119.846969,26
34397,"Granger, WA Urban Cluster","C",2270768,37092,0.877,0.014,46.344245,-120.19148,26
34408,"Grangerland, TX Urban Cluster","C",13726636,0,5.3,0,30.22351,-95.320141,1
34435,"Grangeville, ID Urban Cluster","C",3896407,5665,1.504,0.002,45.926204,-116.123467,65
34462,"Granite Falls, MN Urban Cluster","C",5169003,69428,1.996,0.027,44.809871,-95.539515,1
34470,"Granite Falls, WA Urban Cluster","C",12266840,364030,4.736,0.141,48.097647,-121.970597,2
34478,"Granite Shoals, TX Urban Cluster","C",13514279,854042,5.218,0.33,30.604982,-98.393507,1
34489,"Grants, NM Urban Cluster","C",21024796,0,8.118,0,35.160006,-107.848057,66
34516,"Grants Pass, OR Urbanized Area","U",70440545,742622,27.197,0.287,42.429804,-123.321705,2
34543,"Grantsville, UT Urban Cluster","C",9771352,0,3.773,0,40.591111,-112.457353,47
34554,"Grantville, GA Urban Cluster","C",7182149,45587,2.773,0.018,33.235944,-84.821733,1
34570,"Granville, NY--VT Urban Cluster","C",5119977,474,1.977,0,43.410896,-73.268195,1
34597,"Grass Valley, CA Urban Cluster","C",72522447,62759,28.001,0.024,39.230994,-120.99919,15
34613,"Gray, GA Urban Cluster","C",9909362,108492,3.826,0.042,33.002021,-83.540932,1
34624,"Grayling, MI Urban Cluster","C",10701688,333981,4.132,0.129,44.667422,-84.717016,1
34651,"Grayson, KY Urban Cluster","C",13867116,194086,5.354,0.075,38.336337,-82.926051,1
34678,"Great Barrington, MA Urban Cluster","C",13357053,502405,5.157,0.194,42.218688,-73.365368,1
34705,"Great Bend, KS Urban Cluster","C",17222331,206531,6.65,0.08,38.368092,-98.777648,1
34759,"Great Falls, MT Urbanized Area","U",80682240,1740631,31.152,0.672,47.501365,-111.284285,67
34786,"Greeley, CO Urbanized Area","U",106675867,433064,41.188,0.167,40.404427,-104.731568,6
34813,"Green Bay, WI Urbanized Area","U",271975592,6925539,105.01,2.674,44.505538,-88.040508,1
34826,"Greenbrier, AR Urban Cluster","C",13250084,23193,5.116,0.009,35.228347,-92.383593,1
34840,"Greencastle, IN Urban Cluster","C",11800013,132764,4.556,0.051,39.646777,-86.848102,1
34894,"Greeneville, TN Urban Cluster","C",68077568,0,26.285,0,36.166771,-82.809927,1
34921,"Greenfield, CA Urban Cluster","C",7105098,202,2.743,0,36.326607,-121.24503,15
34975,"Greenfield, MA Urban Cluster","C",36537680,871358,14.107,0.336,42.587098,-72.5666,1
35002,"Greenfield, OH Urban Cluster","C",4283525,0,1.654,0,39.35012,-83.390314,1
35029,"Green Forest, AR Urban Cluster","C",4639446,0,1.791,0,36.33436,-93.428513,1
35083,"Green River, WY Urban Cluster","C",12174431,360955,4.701,0.139,41.518829,-109.471625,68
35137,"Greensboro, GA Urban Cluster","C",5819394,110895,2.247,0.043,33.574371,-83.179061,1
35164,"Greensboro, NC Urbanized Area","U",479815744,10868524,185.258,4.196,36.097302,-79.843953,1
35191,"Greensburg, IN Urban Cluster","C",15942675,26464,6.156,0.01,39.341455,-85.485296,1
35218,"Greentown, IN Urban Cluster","C",5935334,255078,2.292,0.098,40.481782,-85.979713,1
35272,"Greenville, AL Urban Cluster","C",10492949,0,4.051,0,31.830725,-86.625147,1
35299,"Greenville, IL Urban Cluster","C",8808156,0,3.401,0,38.887321,-89.400406,1
35326,"Greenville, MI Urban Cluster","C",15968846,313847,6.166,0.121,43.181411,-85.263948,1
35353,"Greenville, MS Urban Cluster","C",57877869,109095,22.347,0.042,33.398651,-91.038739,1
35380,"Greenville, NC Urbanized Area","U",168591288,1539862,65.093,0.595,35.582955,-77.370517,1
35407,"Greenville, OH Urban Cluster","C",13141256,111582,5.074,0.043,40.103992,-84.62491,1
35434,"Greenville, PA Urban Cluster","C",18534611,0,7.156,0,41.415097,-80.362757,1
35461,"Greenville, SC Urbanized Area","U",828947470,7271777,320.058,2.808,34.844374,-82.442284,1
35488,"Greenville, TX Urban Cluster","C",31336668,41739,12.099,0.016,33.124169,-96.109955,1
35515,"Greenwich, NY Urban Cluster","C",4536217,35372,1.751,0.014,43.094151,-73.511541,1
35542,"Greenwood, AR Urban Cluster","C",16398686,376607,6.332,0.145,35.214647,-94.255183,1
35569,"Greenwood, MS Urban Cluster","C",36852704,331365,14.229,0.128,33.512656,-90.174088,1
35596,"Greenwood, SC Urban Cluster","C",90766451,636972,35.045,0.246,34.205121,-82.168376,1
35623,"Grenada, MS Urban Cluster","C",23350335,42194,9.016,0.016,33.763394,-89.806541,1
35677,"Gridley, CA Urban Cluster","C",11682920,0,4.511,0,39.359714,-121.685588,15
35690,"Grifton, NC Urban Cluster","C",14898466,0,5.752,0,35.383165,-77.431276,1
35704,"Grinnell, IA Urban Cluster","C",10380972,106334,4.008,0.041,41.74279,-92.724935,1
