GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
32059	"Fulton, MS Urban Cluster"	C	8745369	0	3.377	0	34.272094	-88.404964
32086	"Fulton, MO Urban Cluster"	C	17035811	138966	6.578	0.054	38.852856	-91.949109
32113	"Gadsden, AL Urbanized Area"	U	186444957	7387699	71.987	2.852	33.982171	-86.013753
32140	"Gaffney, SC Urban Cluster"	C	48025863	144009	18.543	0.056	35.085468	-81.656738
32167	"Gainesville, FL Urbanized Area"	U	225522736	3807534	87.075	1.47	29.656824	-82.371036
32194	"Gainesville, GA Urbanized Area"	U	326962534	7857222	126.241	3.034	34.262481	-83.855497
32221	"Gainesville, TX Urban Cluster"	C	21330590	12431	8.236	0.005	33.629767	-97.13669
32248	"Galax, VA Urban Cluster"	C	15388352	39348	5.941	0.015	36.66996	-80.910802
32275	"Galena, IL Urban Cluster"	C	4763096	0	1.839	0	42.419077	-90.431172
32302	"Galena, KS--MO Urban Cluster"	C	4080722	12078	1.576	0.005	37.069883	-94.635264
32329	"Galesburg, IL Urban Cluster"	C	55970763	169670	21.61	0.066	40.941849	-90.355829
32356	"Galion, OH Urban Cluster"	C	23474542	79699	9.064	0.031	40.732584	-82.804468
32383	"Galliano--Larose--Cut Off, LA Urban Cluster"	C	41869685	713519	16.166	0.275	29.492773	-90.321378
32437	"Gallup, NM Urban Cluster"	C	31499449	0	12.162	0	35.521125	-108.741057
32451	"Galt, CA Urban Cluster"	C	20514594	0	7.921	0	38.269358	-121.300242
32491	"Galveston, TX Urban Cluster"	C	30384297	2933754	11.731	1.133	29.287801	-94.822135
32506	"Garapan--Dandan, MP Urban Cluster"	C	59452009	185857	22.955	0.072	15.163811	145.732025
32518	"Garden City, KS Urban Cluster"	C	33320561	67931	12.865	0.026	37.972333	-100.852871
32572	"Gardnerville Ranchos, NV Urban Cluster"	C	31751835	49380	12.259	0.019	38.926121	-119.736521
32599	"Garner, IA Urban Cluster"	C	4175657	0	1.612	0	43.099499	-93.604622
32626	"Garnett, KS Urban Cluster"	C	5121759	41594	1.978	0.016	38.282812	-95.24312
32637	"Garrettsville, OH Urban Cluster"	C	17144269	53204	6.619	0.021	41.27377	-81.089785
32653	"Gastonia, NC--SC Urbanized Area"	U	359062823	2107849	138.635	0.814	35.256189	-81.152167
32707	"Gatesville, TX Urban Cluster"	C	16534996	17659	6.384	0.007	31.438195	-97.739873
32720	"Gautier, MS Urban Cluster"	C	7940762	51720	3.066	0.02	30.451498	-88.63762
32734	"Gaylord, MI Urban Cluster"	C	26472768	2262276	10.221	0.873	44.989318	-84.680677
32761	"Geneseo, IL Urban Cluster"	C	7915372	20814	3.056	0.008	41.449963	-90.154855
32788	"Geneseo, NY Urban Cluster"	C	10466487	0	4.041	0	42.796608	-77.80851
32815	"Geneva, AL Urban Cluster"	C	6023433	50261	2.326	0.019	31.037275	-85.879991
32842	"Geneva, NY Urban Cluster"	C	39768308	224777	15.355	0.087	42.882838	-76.971266
32850	"Geneva, OH Urban Cluster"	C	11624076	10311	4.488	0.004	41.801578	-80.943528
32869	"Genoa, IL Urban Cluster"	C	7038353	29279	2.718	0.011	42.0885	-88.703165
32896	"Genoa, OH Urban Cluster"	C	7026985	0	2.713	0	41.536928	-83.366423
32950	"Georgetown, DE Urban Cluster"	C	12509169	0	4.83	0	38.690269	-75.382349
32977	"Georgetown, KY Urban Cluster"	C	42343982	739352	16.349	0.285	38.229847	-84.560761
33004	"Georgetown, OH Urban Cluster"	C	6310861	0	2.437	0	38.86234	-83.899137
33031	"Georgetown, SC Urban Cluster"	C	26486672	1248694	10.227	0.482	33.364641	-79.298223
33166	"Gibson City, IL Urban Cluster"	C	5091210	14730	1.966	0.006	40.464319	-88.37299
33193	"Giddings, TX Urban Cluster"	C	7500074	11267	2.896	0.004	30.183156	-96.932403
33220	"Gillespie, IL Urban Cluster"	C	7807607	355	3.015	0	39.104106	-89.814086
33247	"Gillette, WY Urban Cluster"	C	64316636	78289	24.833	0.03	44.273303	-105.484013
33274	"Gilman, IL Urban Cluster"	C	7423842	41170	2.866	0.016	40.74053	-87.99851
33301	"Gilmer, TX Urban Cluster"	C	9568469	30888	3.694	0.012	32.732263	-94.946939
33328	"Gilroy--Morgan Hill, CA Urbanized Area"	U	117648820	3754	45.424	0.001	37.080866	-121.609942
33355	"Girard, KS Urban Cluster"	C	3862037	24639	1.491	0.01	37.510162	-94.843853
33409	"Gladwin, MI Urban Cluster"	C	7033127	32107	2.716	0.012	43.98397	-84.487229
33436	"Glasgow, KY Urban Cluster"	C	24956078	49412	9.636	0.019	36.997889	-85.925425
33463	"Glasgow, MT Urban Cluster"	C	10592083	0	4.09	0	48.209584	-106.62162
33490	"Glencoe, MN Urban Cluster"	C	7095705	13127	2.74	0.005	44.771544	-94.148997
33517	"Glendive, MT Urban Cluster"	C	11618499	31810	4.486	0.012	47.123455	-104.700056
33544	"Glennville, GA Urban Cluster"	C	7721244	37534	2.981	0.014	31.929589	-81.923702
33598	"Glens Falls, NY Urbanized Area"	U	107715960	2183295	41.589	0.843	43.321329	-73.654039
33612	"Glenville, WV Urban Cluster"	C	4331496	48148	1.672	0.019	38.933945	-80.814534
33625	"Glenwood, IA Urban Cluster"	C	11062542	24962	4.271	0.01	41.042999	-95.756194
33635	"Glenwood, MD Urban Cluster"	C	14372873	58611	5.549	0.023	39.270186	-77.005326
33652	"Glenwood Springs, CO Urban Cluster"	C	12772217	65478	4.931	0.025	39.514526	-107.313439
33679	"Globe, AZ Urban Cluster"	C	19902197	634	7.684	0	33.406324	-110.797826
33695	"Gloucester Courthouse, VA Urban Cluster"	C	11351420	20473	4.383	0.008	37.419107	-76.527717
33706	"Glouster, OH Urban Cluster"	C	4806674	41603	1.856	0.016	39.502381	-82.077119
33733	"Gloversville, NY Urban Cluster"	C	41901787	333600	16.178	0.129	42.993676	-74.388959
33749	"Gold Beach, OR Urban Cluster"	C	5482385	491738	2.117	0.19	42.401882	-124.42359
33760	"Golden Beach, MD Urban Cluster"	C	11856165	44870	4.578	0.017	38.48656	-76.720862
33787	"Goldendale, WA Urban Cluster"	C	4863968	0	1.878	0	45.822481	-120.818635
33798	"Golden Gate Estates, FL Urban Cluster"	C	18879740	163935	7.29	0.063	26.221053	-81.563994
33814	"Goldsboro, NC Urbanized Area"	U	137014443	472924	52.902	0.183	35.387238	-77.983388
33841	"Gonzales, CA Urban Cluster"	C	4068344	8236	1.571	0.003	36.509642	-121.439172
33868	"Gonzales, TX Urban Cluster"	C	9580099	0	3.699	0	29.511694	-97.446344
33895	"Gooding, ID Urban Cluster"	C	3546099	19909	1.369	0.008	42.936509	-114.715474
33922	"Goodland, KS Urban Cluster"	C	6979022	0	2.695	0	39.345186	-101.713826
33938	"Goodrich, MI Urban Cluster"	C	16989003	1672867	6.559	0.646	42.887785	-83.487723
34003	"Gothenburg, NE Urban Cluster"	C	4787027	117691	1.848	0.045	40.931528	-100.159861
34030	"Gouverneur, NY Urban Cluster"	C	5753734	122633	2.222	0.047	44.332556	-75.465437
34057	"Gowanda, NY Urban Cluster"	C	11204961	42497	4.326	0.016	42.480458	-78.932452
34072	"Graceville, FL Urban Cluster"	C	7110068	0	2.745	0	30.957576	-85.504494
34084	"Grafton, ND Urban Cluster"	C	4761718	0	1.839	0	48.414898	-97.411136
34111	"Grafton, WV Urban Cluster"	C	10319592	397039	3.984	0.153	39.337188	-80.031236
34138	"Graham, TX Urban Cluster"	C	12491887	63362	4.823	0.024	33.100905	-98.579295
34151	"Gramercy--Lutcher, LA Urban Cluster"	C	37278773	5784602	14.393	2.233	30.039568	-90.695903
34165	"Granbury, TX Urban Cluster"	C	75648989	7907600	29.208	3.053	32.444939	-97.7598
34192	"Grand Bay, AL Urban Cluster"	C	13626513	9945	5.261	0.004	30.503666	-88.32375
34219	"Grand Forks, ND--MN Urbanized Area"	U	63330622	175580	24.452	0.068	47.906425	-97.057269
34229	"Grand Forks AFB, ND Urban Cluster"	C	5313326	0	2.051	0	47.949056	-97.374518
34246	"Grand Island, NE Urbanized Area"	U	72809584	561091	28.112	0.217	40.925749	-98.354756
34273	"Grand Junction, CO Urbanized Area"	U	203988055	2192325	78.76	0.846	39.089062	-108.567452
34300	"Grand Rapids, MI Urbanized Area"	U	726642397	14998735	280.558	5.791	42.942857	-85.6686
34327	"Grand Rapids, MN Urban Cluster"	C	20859097	976036	8.054	0.377	47.23171	-93.525484
34354	"Grand Saline, TX Urban Cluster"	C	6849023	36479	2.644	0.014	32.675103	-95.711196
34381	"Grandview, WA Urban Cluster"	C	28597737	260178	11.042	0.1	46.240153	-119.846969
34397	"Granger, WA Urban Cluster"	C	2270768	37092	0.877	0.014	46.344245	-120.19148
34408	"Grangerland, TX Urban Cluster"	C	13726636	0	5.3	0	30.22351	-95.320141
34435	"Grangeville, ID Urban Cluster"	C	3896407	5665	1.504	0.002	45.926204	-116.123467
34462	"Granite Falls, MN Urban Cluster"	C	5169003	69428	1.996	0.027	44.809871	-95.539515
34470	"Granite Falls, WA Urban Cluster"	C	12266840	364030	4.736	0.141	48.097647	-121.970597
34478	"Granite Shoals, TX Urban Cluster"	C	13514279	854042	5.218	0.33	30.604982	-98.393507
34489	"Grants, NM Urban Cluster"	C	21024796	0	8.118	0	35.160006	-107.848057
34516	"Grants Pass, OR Urbanized Area"	U	70440545	742622	27.197	0.287	42.429804	-123.321705
34543	"Grantsville, UT Urban Cluster"	C	9771352	0	3.773	0	40.591111	-112.457353
34554	"Grantville, GA Urban Cluster"	C	7182149	45587	2.773	0.018	33.235944	-84.821733
34570	"Granville, NY--VT Urban Cluster"	C	5119977	474	1.977	0	43.410896	-73.268195
34597	"Grass Valley, CA Urban Cluster"	C	72522447	62759	28.001	0.024	39.230994	-120.99919
34613	"Gray, GA Urban Cluster"	C	9909362	108492	3.826	0.042	33.002021	-83.540932
34624	"Grayling, MI Urban Cluster"	C	10701688	333981	4.132	0.129	44.667422	-84.717016
34651	"Grayson, KY Urban Cluster"	C	13867116	194086	5.354	0.075	38.336337	-82.926051
34678	"Great Barrington, MA Urban Cluster"	C	13357053	502405	5.157	0.194	42.218688	-73.365368
34705	"Great Bend, KS Urban Cluster"	C	17222331	206531	6.65	0.08	38.368092	-98.777648
34759	"Great Falls, MT Urbanized Area"	U	80682240	1740631	31.152	0.672	47.501365	-111.284285
34786	"Greeley, CO Urbanized Area"	U	106675867	433064	41.188	0.167	40.404427	-104.731568
34813	"Green Bay, WI Urbanized Area"	U	271975592	6925539	105.01	2.674	44.505538	-88.040508
34826	"Greenbrier, AR Urban Cluster"	C	13250084	23193	5.116	0.009	35.228347	-92.383593
34840	"Greencastle, IN Urban Cluster"	C	11800013	132764	4.556	0.051	39.646777	-86.848102
34894	"Greeneville, TN Urban Cluster"	C	68077568	0	26.285	0	36.166771	-82.809927
34921	"Greenfield, CA Urban Cluster"	C	7105098	202	2.743	0	36.326607	-121.24503
34975	"Greenfield, MA Urban Cluster"	C	36537680	871358	14.107	0.336	42.587098	-72.5666
35002	"Greenfield, OH Urban Cluster"	C	4283525	0	1.654	0	39.35012	-83.390314
35029	"Green Forest, AR Urban Cluster"	C	4639446	0	1.791	0	36.33436	-93.428513
35083	"Green River, WY Urban Cluster"	C	12174431	360955	4.701	0.139	41.518829	-109.471625
35137	"Greensboro, GA Urban Cluster"	C	5819394	110895	2.247	0.043	33.574371	-83.179061
35164	"Greensboro, NC Urbanized Area"	U	479815744	10868524	185.258	4.196	36.097302	-79.843953
35191	"Greensburg, IN Urban Cluster"	C	15942675	26464	6.156	0.01	39.341455	-85.485296
35218	"Greentown, IN Urban Cluster"	C	5935334	255078	2.292	0.098	40.481782	-85.979713
35272	"Greenville, AL Urban Cluster"	C	10492949	0	4.051	0	31.830725	-86.625147
35299	"Greenville, IL Urban Cluster"	C	8808156	0	3.401	0	38.887321	-89.400406
35326	"Greenville, MI Urban Cluster"	C	15968846	313847	6.166	0.121	43.181411	-85.263948
35353	"Greenville, MS Urban Cluster"	C	57877869	109095	22.347	0.042	33.398651	-91.038739
35380	"Greenville, NC Urbanized Area"	U	168591288	1539862	65.093	0.595	35.582955	-77.370517
35407	"Greenville, OH Urban Cluster"	C	13141256	111582	5.074	0.043	40.103992	-84.62491
35434	"Greenville, PA Urban Cluster"	C	18534611	0	7.156	0	41.415097	-80.362757
35461	"Greenville, SC Urbanized Area"	U	828947470	7271777	320.058	2.808	34.844374	-82.442284
35488	"Greenville, TX Urban Cluster"	C	31336668	41739	12.099	0.016	33.124169	-96.109955
35515	"Greenwich, NY Urban Cluster"	C	4536217	35372	1.751	0.014	43.094151	-73.511541
35542	"Greenwood, AR Urban Cluster"	C	16398686	376607	6.332	0.145	35.214647	-94.255183
35569	"Greenwood, MS Urban Cluster"	C	36852704	331365	14.229	0.128	33.512656	-90.174088
35596	"Greenwood, SC Urban Cluster"	C	90766451	636972	35.045	0.246	34.205121	-82.168376
35623	"Grenada, MS Urban Cluster"	C	23350335	42194	9.016	0.016	33.763394	-89.806541
35677	"Gridley, CA Urban Cluster"	C	11682920	0	4.511	0	39.359714	-121.685588
35690	"Grifton, NC Urban Cluster"	C	14898466	0	5.752	0	35.383165	-77.431276
35704	"Grinnell, IA Urban Cluster"	C	10380972	106334	4.008	0.041	41.74279	-92.724935
35716	"Grissom AFB, IN Urban Cluster"	C	11280449	0	4.355	0	40.65599	-86.133502
35731	"Groesbeck, TX Urban Cluster"	C	4829328	37566	1.865	0.015	31.520928	-96.528531
35758	"Grottoes, VA Urban Cluster"	C	7340968	17802	2.834	0.007	38.272234	-78.824457
35785	"Grove, OK Urban Cluster"	C	22050946	2808565	8.514	1.084	36.592166	-94.796145
35812	"Grove City, PA Urban Cluster"	C	23013974	39705	8.886	0.015	41.157008	-80.082436
35839	"Guadalupe, CA Urban Cluster"	C	2741581	11821	1.059	0.005	34.965323	-120.574576
35866	"Guayama, PR Urbanized Area"	U	105566633	8101003	40.76	3.128	17.979207	-66.093809
35893	"Guerneville, CA Urban Cluster"	C	11816794	529681	4.562	0.205	38.498966	-122.997327
35920	"Gulfport, MS Urbanized Area"	U	426179529	31632685	164.549	12.213	30.401252	-89.023802
35974	"Gun Barrel City, TX Urban Cluster"	C	37613384	320356	14.523	0.124	32.313476	-96.13792
35987	"Gun Lake, MI Urban Cluster"	C	7384964	867019	2.851	0.335	42.628039	-85.524694
36001	"Gunnison, CO Urban Cluster"	C	8341199	0	3.221	0	38.543303	-106.935532
36028	"Gunnison, UT Urban Cluster"	C	6065486	0	2.342	0	39.141117	-111.81821
36055	"Gustine, CA Urban Cluster"	C	3011696	0	1.163	0	37.253838	-121.002987
36082	"Guthrie, OK Urban Cluster"	C	13766484	0	5.315	0	35.878387	-97.419133
36109	"Guymon, OK Urban Cluster"	C	12512670	0	4.831	0	36.688117	-101.474537
36136	"Gypsum, CO Urban Cluster"	C	9046517	115556	3.493	0.045	39.640409	-106.940959
36190	"Hagerstown, MD--WV--PA Urbanized Area"	U	345429237	493322	133.371	0.19	39.421717	-77.943432
36217	"Hailey, ID Urban Cluster"	C	15079335	18808	5.822	0.007	43.505077	-114.297282
36231	"Haleiwa--Waialua--Pupukea, HI Urban Cluster"	C	14573573	199755	5.627	0.077	21.570008	-158.126758
36244	"Haleyville, AL Urban Cluster"	C	10714953	13406	4.137	0.005	34.231419	-87.622691
36271	"Half Moon Bay, CA Urban Cluster"	C	19160956	11394	7.398	0.004	37.529391	-122.501344
36298	"Halls, TN Urban Cluster"	C	5478443	0	2.115	0	35.8759	-89.392604
36325	"Hallsville, TX Urban Cluster"	C	6568850	0	2.536	0	32.504514	-94.579329
36352	"Hamburg, AR Urban Cluster"	C	7201264	0	2.78	0	33.223063	-91.797245
36396	"Hamilton, AL Urban Cluster"	C	10797998	37327	4.169	0.014	34.138791	-87.998586
36406	"Hamilton, MT Urban Cluster"	C	10825976	9471	4.18	0.004	46.240195	-114.155467
36433	"Hamilton, NY Urban Cluster"	C	4784551	24141	1.847	0.009	42.825741	-75.544692
36460	"Hamilton, TX Urban Cluster"	C	5894845	0	2.276	0	31.70333	-98.119704
36514	"Hammond, LA Urbanized Area"	U	198481233	755580	76.634	0.292	30.49271	-90.481625
36541	"Hammonton, NJ Urban Cluster"	C	23129578	330521	8.93	0.128	39.632765	-74.790119
36568	"Hampshire, IL Urban Cluster"	C	5721005	0	2.209	0	42.094033	-88.521743
36585	"Hampstead, NC Urban Cluster"	C	39831045	402647	15.379	0.155	34.385913	-77.650522
36622	"Hampton, IA Urban Cluster"	C	5198247	0	2.007	0	42.744709	-93.20484
36649	"Hampton, SC Urban Cluster"	C	14557517	0	5.621	0	32.858826	-81.097559
36676	"Hanceville, AL Urban Cluster"	C	6002212	11305	2.317	0.004	34.068616	-86.77027
36703	"Hanford, CA Urbanized Area"	U	71889466	0	27.757	0	36.346251	-119.639307
36730	"Hannibal, MO Urban Cluster"	C	27341083	45318	10.556	0.017	39.709099	-91.389416
36784	"Hanover, PA Urbanized Area"	U	93468936	687004	36.089	0.265	39.812439	-77.033723
36798	"Hardeeville, SC Urban Cluster"	C	7548806	854	2.915	0	32.280884	-81.074371
36811	"Hardin, MT Urban Cluster"	C	3390346	0	1.309	0	45.733109	-107.613605
36823	"Hardyston Township West, NJ Urban Cluster"	C	4734946	17880	1.828	0.007	41.145614	-74.610882
36838	"Harlan, IA Urban Cluster"	C	5439292	0	2.1	0	41.651154	-95.326535
36865	"Harlan, KY Urban Cluster"	C	12833220	555528	4.955	0.214	36.849168	-83.326007
36878	"Harlem, GA Urban Cluster"	C	8959072	9555	3.459	0.004	33.415778	-82.319789
36892	"Harlingen, TX Urbanized Area"	U	214311679	2433810	82.746	0.94	26.166611	-97.705324
36919	"Harrah, OK Urban Cluster"	C	13910347	0	5.371	0	35.457771	-97.172943
36946	"Harriman--Kingston--Rockwood, TN Urban Cluster"	C	74214515	2881214	28.654	1.112	35.885037	-84.556988
36973	"Harrington, DE Urban Cluster"	C	7561552	0	2.92	0	38.924279	-75.563269
37000	"Harrisburg, IL Urban Cluster"	C	15957792	137893	6.161	0.053	37.733752	-88.548961
37054	"Harrisburg, OR Urban Cluster"	C	3816203	0	1.473	0	44.272089	-123.164916
37081	"Harrisburg, PA Urbanized Area"	U	672630670	21912780	259.704	8.461	40.245625	-76.86615
37091	"Harrisburg, SD Urban Cluster"	C	3629291	0	1.401	0	43.425936	-96.700752
37108	"Harrison, AR Urban Cluster"	C	29008536	47710	11.2	0.018	36.242592	-93.11765
37135	"Harrison, MI Urban Cluster"	C	8326663	719823	3.215	0.278	44.017659	-84.792431
37145	"Harrison, OH--IN Urban Cluster"	C	23162049	211664	8.943	0.082	39.25226	-84.784731
37162	"Harrisonburg, VA Urbanized Area"	U	84211199	288448	32.514	0.111	38.42379	-78.886021
37189	"Harrisonville, MO Urban Cluster"	C	14419004	80097	5.567	0.031	38.651687	-94.349926
37216	"Harrodsburg, KY Urban Cluster"	C	13583065	28311	5.244	0.011	37.764261	-84.846036
37232	"Hart, MI Urban Cluster"	C	5134295	181251	1.982	0.07	43.693624	-86.374801
37243	"Hartford, CT Urbanized Area"	U	1336963761	23419752	516.205	9.042	41.740122	-72.69883
37324	"Hartford City, IN Urban Cluster"	C	11242338	71980	4.341	0.028	40.455095	-85.369334
37378	"Hartshorne, OK Urban Cluster"	C	4885505	0	1.886	0	34.84851	-95.565139
37405	"Hartsville, SC Urban Cluster"	C	32337287	497294	12.485	0.192	34.372875	-80.087967
37432	"Hartwell, GA Urban Cluster"	C	15035379	190859	5.805	0.074	34.352808	-82.931293
37459	"Harvard, IL Urban Cluster"	C	11359130	0	4.386	0	42.425261	-88.621108
37486	"Haskell, TX Urban Cluster"	C	5088113	0	1.965	0	33.161707	-99.733227
37513	"Hastings, MI Urban Cluster"	C	12105894	784521	4.674	0.303	42.658914	-85.296358
37540	"Hastings, MN Urban Cluster"	C	24149731	1213824	9.324	0.469	44.735266	-92.866064
37567	"Hastings, NE Urban Cluster"	C	22483604	410827	8.681	0.159	40.592563	-98.396581
37594	"Hattiesburg, MS Urbanized Area"	U	178535472	3802325	68.933	1.468	31.318542	-89.343147
37621	"Havana, FL Urban Cluster"	C	5624144	0	2.171	0	30.620486	-84.41633
37648	"Havana, IL Urban Cluster"	C	5830996	0	2.251	0	40.294816	-90.060461
37675	"Havelock, NC Urban Cluster"	C	34825623	617540	13.446	0.238	34.899539	-76.904754
37702	"Havre, MT Urban Cluster"	C	10959752	1241	4.232	0	48.54461	-109.680469
37716	"Hawaiian Paradise Park, HI Urban Cluster"	C	83614311	0	32.284	0	19.552008	-154.95759
37729	"Hawkinsville, GA Urban Cluster"	C	8258108	109204	3.188	0.042	32.280412	-83.473369
37756	"Hawthorne, NV Urban Cluster"	C	3107939	0	1.2	0	38.525201	-118.624663
37783	"Hays, KS Urban Cluster"	C	26446603	0	10.211	0	38.872959	-99.312075
37810	"Hayti, MO Urban Cluster"	C	4228943	0	1.633	0	36.234609	-89.75636
37823	"Hayward, WI Urban Cluster"	C	7141934	601548	2.758	0.232	46.010496	-91.483963
37837	"Hazard, KY Urban Cluster"	C	17831130	636813	6.885	0.246	37.258062	-83.201135
37864	"Hazel Green, AL Urban Cluster"	C	9827353	5883	3.794	0.002	34.939223	-86.583694
37891	"Hazlehurst, GA Urban Cluster"	C	10432652	159133	4.028	0.061	31.864841	-82.600961
37918	"Hazlehurst, MS Urban Cluster"	C	10778766	116967	4.162	0.045	31.862299	-90.394094
37945	"Hazleton, PA Urbanized Area"	U	80890962	77532	31.232	0.03	40.983517	-75.98017
37959	"Headland, AL Urban Cluster"	C	6017000	0	2.323	0	31.330709	-85.341614
37972	"Hearne, TX Urban Cluster"	C	6623482	8646	2.557	0.003	30.876055	-96.596965
37999	"Heavener, OK Urban Cluster"	C	6796117	0	2.624	0	34.895267	-94.604126
38026	"Hebbronville, TX Urban Cluster"	C	4342081	0	1.676	0	27.310182	-98.680199
38053	"Heber, UT Urban Cluster"	C	33224536	0	12.828	0	40.502128	-111.422573
38080	"Heber Springs, AR Urban Cluster"	C	12265965	0	4.736	0	35.499809	-92.031748
38134	"Hebron, IN Urban Cluster"	C	3501836	0	1.352	0	41.326526	-87.202938
38161	"Helena, MT Urban Cluster"	C	72941235	284645	28.163	0.11	46.614109	-111.993456
38172	"Helena-West Helena, AR Urban Cluster"	C	15926030	0	6.149	0	34.541635	-90.633669
38215	"Hemet, CA Urbanized Area"	U	127150738	1846559	49.093	0.713	33.753011	-116.979374
38242	"Hempstead, TX Urban Cluster"	C	9706586	2782	3.748	0.001	30.09304	-96.074997
38269	"Henderson, NC Urban Cluster"	C	47360046	111294	18.286	0.043	36.31653	-78.402559
38296	"Henderson, TN Urban Cluster"	C	12183368	22914	4.704	0.009	35.453589	-88.661026
38323	"Henderson, TX Urban Cluster"	C	22975275	142220	8.871	0.055	32.158669	-94.805049
38350	"Henrietta, TX Urban Cluster"	C	3407236	10473	1.316	0.004	33.815988	-98.192756
38404	"Henryetta, OK Urban Cluster"	C	12172544	0	4.7	0	35.44716	-95.97845
38431	"Hereford, TX Urban Cluster"	C	16572074	0	6.399	0	34.825597	-102.399138
38445	"Heritage Lake, IN Urban Cluster"	C	6451666	1215448	2.491	0.469	39.737093	-86.70723
38485	"Hermiston, OR Urban Cluster"	C	39752324	42814	15.348	0.017	45.858697	-119.286647
38566	"Hesston, KS Urban Cluster"	C	4891782	0	1.889	0	38.139948	-97.42774
38580	"Heyworth, IL Urban Cluster"	C	4356825	0	1.682	0	40.318434	-88.968699
38593	"Hiawatha, KS Urban Cluster"	C	5055978	0	1.952	0	39.852687	-95.535871
38620	"Hibbing, MN Urban Cluster"	C	13775178	28709	5.319	0.011	47.413891	-92.92933
